TIC_ID,label,mission
5648449,0,Kepler
12167361,0,Kepler
8607720,0,Kepler
1433962,0,Kepler
9032900,1,Kepler
5956342,1,Kepler
5956656,1,Kepler
3109930,1,Kepler
2854914,1,Kepler
3337425,0,Kepler
3116412,1,Kepler
3865567,0,Kepler
3544689,0,Kepler
4037164,0,Kepler
3443790,0,Kepler
3966912,0,Kepler
8394721,1,Kepler
11607193,0,Kepler
1161345,1,Kepler
10227501,0,Kepler
2854698,1,Kepler
6032981,0,Kepler
5866099,0,Kepler
5964985,0,Kepler
6066416,0,Kepler
1996679,0,Kepler
2849805,1,Kepler
3114811,1,Kepler
3003992,0,Kepler
3554031,1,Kepler
7295235,1,Kepler
2302548,1,Kepler
10743597,0,Kepler
9818381,1,Kepler
6124941,0,Kepler
6060203,1,Kepler
5880320,1,Kepler
6307537,0,Kepler
6359798,0,Kepler
6311681,0,Kepler
6365321,0,Kepler
6301035,0,Kepler
3859079,1,Kepler
3557493,0,Kepler
4061149,1,Kepler
3444588,1,Kepler
3962243,1,Kepler
10015516,0,Kepler
10154388,1,Kepler
1432789,1,Kepler
1718189,1,Kepler
5130369,0,Kepler
6037187,1,Kepler
6147122,0,Kepler
8257407,0,Kepler
8218274,0,Kepler
3964562,0,Kepler
5735762,1,Kepler
6292162,0,Kepler
6307521,0,Kepler
6359320,1,Kepler
3848972,0,Kepler
3860441,0,Kepler
3765771,0,Kepler
3557341,0,Kepler
3859628,1,Kepler
3858949,0,Kepler
3858824,0,Kepler
2157247,0,Kepler
7601633,0,Kepler
8242681,0,Kepler
8246781,0,Kepler
8264070,0,Kepler
8222813,1,Kepler
6362874,1,Kepler
6272413,1,Kepler
8279765,0,Kepler
8330548,0,Kepler
3348082,0,Kepler
3853673,0,Kepler
3447722,1,Kepler
1432214,0,Kepler
2165002,1,Kepler
2441728,0,Kepler
1871056,1,Kepler
8240904,1,Kepler
8374494,0,Kepler
8414907,0,Kepler
8397446,0,Kepler
8386035,0,Kepler
3438507,1,Kepler
3869014,1,Kepler
1865042,1,Kepler
2438502,0,Kepler
2309585,0,Kepler
5780460,1,Kepler
8244190,0,Kepler
8229696,1,Kepler
8262210,0,Kepler
10272640,1,Kepler
10232123,0,Kepler
10223616,0,Kepler
8415745,0,Kepler
8378634,0,Kepler
8397675,0,Kepler
8346392,1,Kepler
8288947,1,Kepler
8312852,0,Kepler
9480189,1,Kepler
11974540,1,Kepler
9512687,1,Kepler
8644288,1,Kepler
5738346,0,Kepler
1725016,1,Kepler
1722276,0,Kepler
892772,0,Kepler
1027438,0,Kepler
10268907,0,Kepler
5446285,1,Kepler
10166274,1,Kepler
10153827,0,Kepler
8302450,0,Kepler
8351704,1,Kepler
8299955,0,Kepler
9513865,1,Kepler
9595686,0,Kepler
9605514,1,Kepler
9661877,0,Kepler
5728283,0,Kepler
8127639,0,Kepler
6047498,0,Kepler
8125580,1,Kepler
8158127,1,Kepler
10158990,0,Kepler
10141900,1,Kepler
8410727,1,Kepler
8349405,0,Kepler
8278371,1,Kepler
8280511,1,Kepler
9710326,1,Kepler
9761882,1,Kepler
5297298,0,Kepler
9766437,1,Kepler
9775938,1,Kepler
8176653,0,Kepler
8174625,1,Kepler
8183911,0,Kepler
8179973,0,Kepler
10157458,1,Kepler
4649305,0,Kepler
10148521,0,Kepler
10118816,1,Kepler
10122255,1,Kepler
3124412,0,Kepler
3835670,1,Kepler
10287248,0,Kepler
10351767,0,Kepler
10342041,0,Kepler
10514770,0,Kepler
9787239,1,Kepler
2309719,0,Kepler
2558363,0,Kepler
2716853,1,Kepler
2445154,0,Kepler
2715135,1,Kepler
3113266,0,Kepler
3247268,1,Kepler
3232859,0,Kepler
3098184,0,Kepler
2720309,0,Kepler
10342065,0,Kepler
10352945,0,Kepler
10354039,1,Kepler
10330115,1,Kepler
10426656,1,Kepler
9820483,1,Kepler
9941662,1,Kepler
7778437,1,Kepler
9823457,1,Kepler
2574201,0,Kepler
2166206,0,Kepler
2164169,1,Kepler
2574338,1,Kepler
2584163,1,Kepler
4180280,1,Kepler
3239636,0,Kepler
2721030,1,Kepler
3340070,0,Kepler
10528068,1,Kepler
10468940,1,Kepler
9825625,1,Kepler
9875711,1,Kepler
7661409,0,Kepler
1026957,1,Kepler
10002261,0,Kepler
8176650,0,Kepler
5899544,0,Kepler
5963222,0,Kepler
5982353,0,Kepler
6205468,0,Kepler
8506766,0,Kepler
3240706,0,Kepler
2853093,1,Kepler
3228824,0,Kepler
3245969,1,Kepler
10341831,0,Kepler
10337517,1,Kepler
10351231,1,Kepler
10485179,0,Kepler
8561063,1,Kepler
8892910,0,Kepler
10657664,0,Kepler
3337351,0,Kepler
6153201,0,Kepler
5802486,0,Kepler
5817553,0,Kepler
5982368,0,Kepler
5816811,0,Kepler
5816165,0,Kepler
7102227,1,Kepler
6960913,1,Kepler
11122894,1,Kepler
11129738,1,Kepler
11401182,1,Kepler
11030711,1,Kepler
11512246,1,Kepler
6690082,1,Kepler
6448890,1,Kepler
10730034,1,Kepler
10858691,1,Kepler
8107380,1,Kepler
6936909,1,Kepler
6962977,1,Kepler
11176127,1,Kepler
11014932,1,Kepler
6677256,0,Kepler
8030148,1,Kepler
6692833,0,Kepler
6693640,1,Kepler
10973814,1,Kepler
6541920,1,Kepler
10586208,1,Kepler
7174351,0,Kepler
6932987,1,Kepler
11288505,1,Kepler
11493431,1,Kepler
8801343,0,Kepler
8488878,0,Kepler
8560285,0,Kepler
8620565,0,Kepler
10854768,1,Kepler
10964440,1,Kepler
10713616,1,Kepler
10963242,1,Kepler
10785538,0,Kepler
8191672,1,Kepler
6851425,1,Kepler
6934291,1,Kepler
7357531,0,Kepler
6185711,0,Kepler
11037335,1,Kepler
11389771,1,Kepler
8737796,0,Kepler
8462258,0,Kepler
10925104,1,Kepler
8454250,0,Kepler
8848271,0,Kepler
10585852,1,Kepler
10794087,1,Kepler
4275739,0,Kepler
7287415,1,Kepler
6924203,1,Kepler
6878167,0,Kepler
6880531,0,Kepler
6863839,0,Kepler
7296086,0,Kepler
11599038,1,Kepler
11193263,1,Kepler
11027624,1,Kepler
11032227,1,Kepler
8751933,1,Kepler
8630788,1,Kepler
8823426,0,Kepler
4070376,0,Kepler
4078157,0,Kepler
4164994,1,Kepler
4480676,0,Kepler
4079535,0,Kepler
6766634,1,Kepler
6774826,0,Kepler
5652237,0,Kepler
7211469,1,Kepler
7375795,0,Kepler
7255336,0,Kepler
7831264,1,Kepler
7802136,0,Kepler
7532973,1,Kepler
9632895,0,Kepler
7449844,0,Kepler
8766222,0,Kepler
8678594,1,Kepler
8703884,0,Kepler
8560840,0,Kepler
4076098,1,Kepler
4551328,0,Kepler
4282872,1,Kepler
4639868,0,Kepler
10555375,0,Kepler
4372768,0,Kepler
7211221,1,Kepler
7025526,0,Kepler
9451127,0,Kepler
9446824,0,Kepler
11356260,1,Kepler
11044770,0,Kepler
11600889,1,Kepler
11197126,0,Kepler
11043167,1,Kepler
8612847,1,Kepler
8552583,0,Kepler
8547140,1,Kepler
8519253,0,Kepler
8757910,0,Kepler
4072526,1,Kepler
4150539,0,Kepler
4455231,1,Kepler
8953257,0,Kepler
8971432,0,Kepler
9278553,0,Kepler
9527915,1,Kepler
9143254,0,Kepler
8949247,0,Kepler
11336883,1,Kepler
12506351,0,Kepler
7622486,0,Kepler
9705459,0,Kepler
8564587,1,Kepler
8552498,0,Kepler
8806072,1,Kepler
4285107,0,Kepler
4150624,0,Kepler
8972058,1,Kepler
9346253,0,Kepler
9002237,0,Kepler
9288786,0,Kepler
8958035,0,Kepler
9040849,0,Kepler
7842610,0,Kepler
7830637,0,Kepler
7832356,1,Kepler
9643874,1,Kepler
8800954,1,Kepler
8583696,1,Kepler
8804283,1,Kepler
8552565,0,Kepler
4155328,1,Kepler
4077526,1,Kepler
8937021,0,Kepler
8935810,1,Kepler
2441495,1,Kepler
9455556,1,Kepler
3732821,1,Kepler
3962357,1,Kepler
9110357,0,Kepler
8609450,1,Kepler
4243911,1,Kepler
4466677,1,Kepler
4135665,1,Kepler
9269281,1,Kepler
9157908,0,Kepler
9030447,0,Kepler
9034103,1,Kepler
9214942,1,Kepler
3858704,0,Kepler
3749134,1,Kepler
3556220,0,Kepler
3660924,1,Kepler
3939150,1,Kepler
8628758,1,Kepler
8509361,0,Kepler
8742590,1,Kepler
8822366,1,Kepler
4386059,0,Kepler
4650674,1,Kepler
4275721,1,Kepler
8874090,1,Kepler
11666881,1,Kepler
9264949,1,Kepler
9271752,1,Kepler
9007866,0,Kepler
9150827,1,Kepler
3839488,1,Kepler
3542588,0,Kepler
3442055,1,Kepler
3440861,0,Kepler
12252424,1,Kepler
8700771,1,Kepler
10960993,0,Kepler
10599397,0,Kepler
10879208,0,Kepler
10843203,0,Kepler
4570931,0,Kepler
4136466,1,Kepler
7284688,0,Kepler
7199774,0,Kepler
7037540,0,Kepler
6866228,0,Kepler
9391208,1,Kepler
9391506,1,Kepler
8950853,1,Kepler
9006449,1,Kepler
4043190,1,Kepler
3640905,1,Kepler
4060815,0,Kepler
6613006,0,Kepler
6606653,0,Kepler
10790387,1,Kepler
10748393,0,Kepler
10874226,0,Kepler
10661771,0,Kepler
10924853,0,Kepler
10874926,0,Kepler
6631721,0,Kepler
6847018,0,Kepler
7220322,0,Kepler
6956233,0,Kepler
7303287,1,Kepler
8916492,0,Kepler
11193447,0,Kepler
11517719,1,Kepler
11599264,0,Kepler
11100657,0,Kepler
6621116,0,Kepler
6629332,0,Kepler
6387450,0,Kepler
6432059,0,Kepler
6470149,0,Kepler
10549562,0,Kepler
10874614,1,Kepler
10666230,0,Kepler
10971674,0,Kepler
6891543,0,Kepler
7211141,1,Kepler
7376983,1,Kepler
5084942,1,Kepler
11125936,0,Kepler
11497958,1,Kepler
6462874,0,Kepler
6665223,0,Kepler
6545358,0,Kepler
6390824,0,Kepler
6546528,0,Kepler
10676923,0,Kepler
10604335,1,Kepler
10864656,1,Kepler
10975146,1,Kepler
10538176,1,Kepler
6946199,1,Kepler
11177707,1,Kepler
11611600,1,Kepler
11254382,1,Kepler
6677841,1,Kepler
9970525,0,Kepler
6531491,0,Kepler
6383821,1,Kepler
10724369,1,Kepler
10744335,1,Kepler
4860678,1,Kepler
5177104,1,Kepler
7023960,0,Kepler
10033279,0,Kepler
5009189,0,Kepler
8230616,1,Kepler
9836959,1,Kepler
9838949,1,Kepler
9895006,1,Kepler
9896558,1,Kepler
9589323,1,Kepler
9823487,1,Kepler
9602514,0,Kepler
9726659,1,Kepler
12108312,0,Kepler
5371776,1,Kepler
9573539,1,Kepler
9886661,1,Kepler
5477805,0,Kepler
10055126,1,Kepler
5009743,1,Kepler
10015937,1,Kepler
10019065,1,Kepler
7950644,1,Kepler
10080248,1,Kepler
10213902,1,Kepler
9842906,0,Kepler
11821363,1,Kepler
7629518,1,Kepler
10810838,1,Kepler
4828341,0,Kepler
10019763,0,Kepler
9899280,0,Kepler
4940438,0,Kepler
5308663,0,Kepler
5474733,0,Kepler
10963065,1,Kepler
6268648,1,Kepler
10125352,0,Kepler
5357901,1,Kepler
4278221,1,Kepler
10214162,1,Kepler
10905746,1,Kepler
8242434,1,Kepler
6185331,1,Kepler
11820830,0,Kepler
11774387,0,Kepler
9636135,1,Kepler
7841925,1,Kepler
5219234,1,Kepler
12504988,0,Kepler
9015738,1,Kepler
7215603,1,Kepler
5561278,1,Kepler
6387542,1,Kepler
6869184,1,Kepler
10799735,0,Kepler
6604328,1,Kepler
9719634,0,Kepler
7439316,1,Kepler
12061238,0,Kepler
8323753,0,Kepler
12400538,1,Kepler
5184584,1,Kepler
5636648,0,Kepler
5564247,0,Kepler
5438099,1,Kepler
6543893,1,Kepler
6975129,1,Kepler
11391018,1,Kepler
8685497,1,Kepler
4365645,1,Kepler
8197343,1,Kepler
7032421,0,Kepler
6786348,1,Kepler
6209677,1,Kepler
9641018,0,Kepler
9813499,1,Kepler
12254792,1,Kepler
12020218,1,Kepler
7690844,1,Kepler
9535080,0,Kepler
5210475,0,Kepler
8009350,1,Kepler
8082001,1,Kepler
9277896,1,Kepler
9401997,1,Kepler
10686864,1,Kepler
8043714,0,Kepler
7918217,0,Kepler
9631995,1,Kepler
7901948,1,Kepler
11955499,0,Kepler
6442377,1,Kepler
9784222,0,Kepler
5376836,0,Kepler
5557821,0,Kepler
10004519,1,Kepler
5031857,1,Kepler
10879038,1,Kepler
10990917,1,Kepler
11043136,0,Kepler
11046025,1,Kepler
5771719,0,Kepler
9729691,1,Kepler
4950232,0,Kepler
10904857,1,Kepler
8651389,1,Kepler
9520668,0,Kepler
7871954,1,Kepler
12418724,1,Kepler
7456001,1,Kepler
10028792,1,Kepler
5553652,0,Kepler
5299459,1,Kepler
11153121,1,Kepler
11177543,1,Kepler
11337141,1,Kepler
3967760,1,Kepler
4067336,0,Kepler
5387843,0,Kepler
7549209,1,Kepler
7663405,1,Kepler
9765975,1,Kepler
9818462,1,Kepler
6803202,1,Kepler
9651668,1,Kepler
12506770,1,Kepler
5629985,0,Kepler
9898364,0,Kepler
11337372,1,Kepler
11337833,1,Kepler
11546211,0,Kepler
11547505,1,Kepler
11502867,1,Kepler
9909735,1,Kepler
11551692,1,Kepler
12266636,1,Kepler
9850893,0,Kepler
4826110,0,Kepler
7869917,1,Kepler
9824805,1,Kepler
5193400,0,Kepler
7939330,1,Kepler
12602568,1,Kepler
9941066,1,Kepler
5972334,1,Kepler
4650733,1,Kepler
4832197,0,Kepler
4844004,0,Kepler
9761199,0,Kepler
7751571,0,Kepler
9579499,0,Kepler
11913013,0,Kepler
7691260,1,Kepler
9821454,1,Kepler
11954842,1,Kepler
7972785,0,Kepler
5470739,1,Kepler
10022908,1,Kepler
5617854,1,Kepler
4932442,1,Kepler
5183357,1,Kepler
5269467,1,Kepler
7672940,0,Kepler
7838655,0,Kepler
7770450,0,Kepler
11455491,0,Kepler
11764462,1,Kepler
11656246,1,Kepler
7808587,1,Kepler
4741126,1,Kepler
5301750,1,Kepler
5526717,1,Kepler
5530882,0,Kepler
6034945,1,Kepler
9851226,0,Kepler
8692861,1,Kepler
7543649,0,Kepler
9480310,1,Kepler
11858748,0,Kepler
11669125,1,Kepler
12159249,1,Kepler
9963461,0,Kepler
8081482,0,Kepler
5542466,1,Kepler
10028140,1,Kepler
6048024,0,Kepler
6049190,1,Kepler
6149553,0,Kepler
6198999,1,Kepler
6310636,1,Kepler
6616218,1,Kepler
7761545,1,Kepler
12365184,1,Kepler
4770365,1,Kepler
10748390,1,Kepler
11804465,1,Kepler
9663113,1,Kepler
5649956,0,Kepler
4840513,0,Kepler
5217586,0,Kepler
5289854,1,Kepler
9895709,0,Kepler
10006581,1,Kepler
6696462,0,Kepler
7220429,1,Kepler
7222086,0,Kepler
12406749,1,Kepler
12403119,1,Kepler
9842890,0,Kepler
8113154,0,Kepler
5270698,0,Kepler
5024450,0,Kepler
5282049,0,Kepler
10027323,1,Kepler
12019440,1,Kepler
10004738,1,Kepler
7304449,1,Kepler
7386827,1,Kepler
7522911,1,Kepler
7626370,1,Kepler
7703955,1,Kepler
7512982,1,Kepler
9597806,1,Kepler
7812167,0,Kepler
11760959,0,Kepler
9940565,0,Kepler
8111381,0,Kepler
5444549,0,Kepler
5474613,1,Kepler
4860932,0,Kepler
5438757,1,Kepler
7815744,1,Kepler
7955580,1,Kepler
9692345,0,Kepler
7898352,1,Kepler
11402995,1,Kepler
12062667,0,Kepler
7951018,1,Kepler
9899355,0,Kepler
12644774,0,Kepler
9902856,0,Kepler
7747425,1,Kepler
9892816,1,Kepler
9836149,1,Kepler
4813563,1,Kepler
2985767,1,Kepler
2304320,1,Kepler
3657758,1,Kepler
9790806,1,Kepler
6382217,1,Kepler
5375194,1,Kepler
6468138,1,Kepler
10019708,1,Kepler
11875734,1,Kepler
7697568,0,Kepler
7046804,1,Kepler
7449136,1,Kepler
8680979,1,Kepler
9030537,1,Kepler
6949061,1,Kepler
7269493,1,Kepler
9164836,0,Kepler
11657891,1,Kepler
6305192,1,Kepler
9634821,1,Kepler
8950568,1,Kepler
3326377,1,Kepler
11601584,1,Kepler
8689793,1,Kepler
11673802,1,Kepler
4263293,1,Kepler
5695524,1,Kepler
6205897,1,Kepler
7948784,1,Kepler
9244756,1,Kepler
9650808,1,Kepler
8804845,1,Kepler
10480915,1,Kepler
11709244,1,Kepler
11853878,1,Kepler
5728139,1,Kepler
7668663,1,Kepler
7047922,1,Kepler
9353314,1,Kepler
3629967,1,Kepler
9347009,1,Kepler
4917596,1,Kepler
4743513,0,Kepler
11046458,1,Kepler
7132798,1,Kepler
3448130,1,Kepler
9656252,1,Kepler
6026438,1,Kepler
9471268,1,Kepler
10657406,1,Kepler
5526527,1,Kepler
5809954,0,Kepler
8766650,1,Kepler
10328393,1,Kepler
7094486,1,Kepler
7289577,1,Kepler
8543100,1,Kepler
2693736,1,Kepler
9412760,1,Kepler
10663396,1,Kepler
11457726,1,Kepler
8956206,1,Kepler
9649706,1,Kepler
5856571,1,Kepler
7765528,1,Kepler
11760231,1,Kepler
7779077,1,Kepler
6046540,1,Kepler
5706966,1,Kepler
3762468,1,Kepler
10130039,1,Kepler
9518318,1,Kepler
7273277,1,Kepler
11769890,1,Kepler
6862721,1,Kepler
12301181,1,Kepler
9279354,1,Kepler
6774880,1,Kepler
3937519,1,Kepler
7449541,1,Kepler
5080636,1,Kepler
3338885,1,Kepler
6776401,1,Kepler
8226050,1,Kepler
9965957,1,Kepler
9704384,1,Kepler
8426567,1,Kepler
12508335,0,Kepler
10094670,1,Kepler
8142942,1,Kepler
8257205,1,Kepler
9044228,1,Kepler
7265298,1,Kepler
2307415,1,Kepler
7430034,1,Kepler
9735426,1,Kepler
8826168,1,Kepler
10464050,1,Kepler
9763348,1,Kepler
9101496,1,Kepler
6037581,1,Kepler
10723750,1,Kepler
10779233,1,Kepler
11614617,1,Kepler
11450414,1,Kepler
4736569,1,Kepler
10384798,1,Kepler
3128552,1,Kepler
10134152,1,Kepler
9573685,1,Kepler
10329835,1,Kepler
6849046,1,Kepler
8804397,1,Kepler
9662811,1,Kepler
11297236,1,Kepler
10074466,1,Kepler
8218379,1,Kepler
7755636,1,Kepler
9411166,1,Kepler
4989057,1,Kepler
9834040,1,Kepler
6152974,1,Kepler
8802693,1,Kepler
6061773,1,Kepler
10024701,1,Kepler
3239671,1,Kepler
9304101,1,Kepler
11360571,1,Kepler
6035124,1,Kepler
8160953,1,Kepler
4157325,1,Kepler
5108214,0,Kepler
9955598,1,Kepler
7219761,0,Kepler
5770074,1,Kepler
10136549,1,Kepler
9851271,0,Kepler
12154526,1,Kepler
6665512,1,Kepler
10525027,1,Kepler
11069176,1,Kepler
10005758,1,Kepler
3128793,0,Kepler
5864975,1,Kepler
2975770,1,Kepler
7877496,1,Kepler
7286173,1,Kepler
11126381,1,Kepler
4149450,1,Kepler
5511081,1,Kepler
10978763,1,Kepler
8098728,0,Kepler
5631630,1,Kepler
6504954,1,Kepler
9410930,1,Kepler
6153672,0,Kepler
10676014,1,Kepler
9520838,1,Kepler
8167996,1,Kepler
6773862,1,Kepler
5202905,1,Kepler
9072190,1,Kepler
5384079,1,Kepler
9839821,1,Kepler
4056616,1,Kepler
6707908,0,Kepler
8492026,1,Kepler
6867766,0,Kepler
6058614,0,Kepler
11017901,1,Kepler
5088591,1,Kepler
11298298,1,Kepler
10187159,1,Kepler
9758089,1,Kepler
10619192,1,Kepler
4939346,1,Kepler
5396122,0,Kepler
10190777,1,Kepler
9651234,1,Kepler
7045496,1,Kepler
8750043,1,Kepler
9973109,1,Kepler
6226290,1,Kepler
9595827,1,Kepler
9349482,1,Kepler
4644952,1,Kepler
2987027,1,Kepler
8978528,1,Kepler
9967771,1,Kepler
11622600,1,Kepler
10454632,1,Kepler
10005788,1,Kepler
5213902,0,Kepler
2832589,1,Kepler
2438513,1,Kepler
6356207,1,Kepler
8564674,1,Kepler
8578780,1,Kepler
4544907,1,Kepler
7761918,1,Kepler
8240797,1,Kepler
8164262,0,Kepler
6279974,0,Kepler
9455325,1,Kepler
3098810,1,Kepler
8367644,1,Kepler
10332883,1,Kepler
9071386,0,Kepler
9305831,1,Kepler
11656918,1,Kepler
9536692,0,Kepler
4636578,1,Kepler
11923284,1,Kepler
9838975,0,Kepler
5621125,1,Kepler
9872283,1,Kepler
10666242,0,Kepler
7870032,1,Kepler
9597058,1,Kepler
4035640,1,Kepler
6205228,1,Kepler
11758544,1,Kepler
3118797,1,Kepler
7102316,1,Kepler
9489524,1,Kepler
5940165,1,Kepler
8277797,1,Kepler
5124667,1,Kepler
2989404,1,Kepler
11413812,1,Kepler
9549648,1,Kepler
10063802,1,Kepler
11074178,1,Kepler
5942808,1,Kepler
6206214,1,Kepler
8959839,1,Kepler
7672097,1,Kepler
6142862,0,Kepler
5599774,1,Kepler
8099138,1,Kepler
7033233,1,Kepler
6383785,1,Kepler
9411412,1,Kepler
7008211,1,Kepler
7620413,1,Kepler
4545187,1,Kepler
10854546,1,Kepler
11774991,1,Kepler
8261920,1,Kepler
9112931,1,Kepler
9071593,1,Kepler
8126558,1,Kepler
11811193,1,Kepler
3734418,1,Kepler
8681734,1,Kepler
10232693,0,Kepler
10212441,1,Kepler
8247771,1,Kepler
8165946,1,Kepler
12017109,1,Kepler
9225395,1,Kepler
10709622,1,Kepler
11499228,1,Kepler
9022166,1,Kepler
10965588,1,Kepler
10670119,1,Kepler
4043443,0,Kepler
8491277,1,Kepler
8613535,1,Kepler
12256520,1,Kepler
3337432,0,Kepler
5629538,1,Kepler
8561231,1,Kepler
8235924,1,Kepler
6941084,1,Kepler
6200235,1,Kepler
11460462,1,Kepler
8612275,1,Kepler
7207061,1,Kepler
7286911,1,Kepler
8591173,1,Kepler
6962109,1,Kepler
5706595,1,Kepler
10489345,1,Kepler
11774303,0,Kepler
10329469,1,Kepler
9717943,1,Kepler
8026752,1,Kepler
1872821,1,Kepler
8013439,1,Kepler
6921944,1,Kepler
9532052,1,Kepler
8164012,1,Kepler
4140813,1,Kepler
8611781,1,Kepler
5601258,1,Kepler
7960980,1,Kepler
8107225,1,Kepler
3458028,1,Kepler
3342794,1,Kepler
5716932,1,Kepler
11288051,1,Kepler
7515670,0,Kepler
11566256,1,Kepler
8495415,1,Kepler
4055304,1,Kepler
4857213,1,Kepler
9415108,1,Kepler
4262581,1,Kepler
8591693,1,Kepler
4833421,1,Kepler
8282651,1,Kepler
3548044,1,Kepler
11401767,1,Kepler
