TIC_ID,label,period,depth_ppm,duration_hr,sectors,n_sectors
349766906,0,1.216237,155250.0,4.912040697,[1],1
219201178,0,2.417548,46710.0,3.301403549,[1],1
300969617,0,7.42142,44910.0,3.214959144,[1],1
349480507,0,1.562944,723760.0,5.661108204,[1],1
309406338,0,0.668064,302480.0,2.484717074,[1],1
300038902,0,0.669529,7610.0,2.311321233,[1],1
281581467,0,1.994763,67370.0,4.508802704,[1],1
139995365,0,1.957924,393970.0,2.478261882,[1],1
425938487,0,3.571425,86930.0,2.277426294,[1],1
234348378,0,0.542751,69940.0,3.011877269,[1],1
370243555,0,1.083846,353570.0,2.986472622,[1],1
33831424,0,5.120061,221310.0,6.747421188,[1],1
392012122,0,0.877632,6420.0,2.36707882,[1],1
394136010,0,1.406584,35270.0,41.425136592,[1],1
376169591,0,1.723184,481670.0,3.893706566,[1],1
306471775,0,7.42142,23540.0,3.236332834,[1],1
267264180,0,4.128615,3810.0,4.766073156,[1],1
262610859,0,3.982327,48110.0,5.145803656,[1],1
161262470,0,4.08406,117540.0,3.620764234,[1],1
201250268,0,7.468777,11550.0,3.316136988,[1],1
403150111,0,3.91182,128140.0,4.444453411,[1],1
53782886,0,0.685688,685080.0,3.470842946,[1],1
300654002,0,2.756284,1393130.0,8.501702872,[1],1
260353841,0,0.420147,52760.0,2.567972076,[1],1
270582604,0,2.797489,630530.0,8.360239927,[1],1
306507325,0,2.011495,74930.0,3.183794286,[1],1
235005703,0,0.977834,221590.0,4.096342193,[1],1
306773033,0,1.377224,40790.0,3.683137688,[1],1
149629051,0,1.094271,25760.0,3.625538677,[1],1
317087106,0,0.954218,542750.0,4.718798854,[1],1
265613305,0,1.896361,38670.0,5.69044838,[1],1
300140005,0,1.136885,274100.0,4.297152448,[1],1
149976187,0,0.447952,160990.0,33.715519392000004,[1],1
358501560,0,3.712547,84700.0,5.935917147,[1],1
177309716,0,1.279915,7370.0,3.493553591,[1],1
139066088,0,0.172917,5420.0,19.517653632,[1],1
309253911,0,2.838628,59480.0,7.268477312,[1],1
364398062,0,2.410028,36670.0,2.584899632,[1],1
425935689,0,4.125233,465970.0,5.334421297,[1],1
391746115,0,0.842398,8710.0,6.911572327,[1],1
238185181,0,0.817223,921220.0,3.310537684,[1],1
410154584,0,1.248664,6110.0,2.777428308,[1],1
266540667,0,3.699185,54310.0,5.26823131,[1],1
141411137,0,1.757081,72550.0,3.128588145,[1],1
92498008,0,0.515515,4640.0,2.452572923,[1],1
139720025,0,1.116841,190880.0,3.18299685,[1],1
38825979,0,1.260532,50070.0,2.583586387,[1],1
394005458,0,2.464413,169590.0,5.341467313,[1],1
177021252,0,1.218149,38460.0,2.868887073,[1],1
177239194,0,1.239436,2950.0,3.088277892,[1],1
20897611,0,3.135187,9840.0,38.067691368,[2],1
234346469,0,1.480889,390.0,2.367052978,[2],1
261265720,0,1.604526,460.0,3.354871323,[2],1
272129585,0,0.251895,410.0,44.28628464,[2],1
70796745,0,3.137105,1770.0,4.36835597,[2],1
101948569,0,19.466136,1610.0,4.639169532,[2],1
111750317,0,2.534873,4680.0,3.949534924,[2],1
117549305,0,0.513884,17080.0,2.043860556,[2],1
120460055,0,0.17136,8040.0,26.730843959999998,[2],1
120489786,0,0.684456,4030.0,43.603680143999995,[2],1
120563787,0,1.364448,16460.0,2.490063022,[2],1
12975229,0,1.160579,4240.0,5.286112383,[2],1
12999193,0,1.48244,13760.0,16.394600448,[2],1
13137970,0,0.496183,2290.0,31.329550343999998,[2],1
137767069,0,0.601432,1570.0,26.026897632,[2],1
139362270,0,13.912314,13080.0,10.10701787,[2],1
155967389,0,0.32684,6320.0,14.885705544,[2],1
